CONCAT(pck.id, '|')	CONCAT(plz.name, '|')
1519|	Andalucía|
1519|	Málaga|
1520|	Islas Baleares|
1520|	Menorca|
1521|	Madrid|
1522|	Madrid|
1523|	Murcia|
1524|	Madrid|
1525|	Madrid|
1526|	Madrid|
1527|	Murcia|
1527|	Cartagena|
1528|	Madrid|
1529|	Madrid|
1530|	Valencia|
1531|	Valencia|
1532|	Valencia|
1533|	Valencia|
1540|	Valencia|
1541|	Valencia|
1542|	Valencia|
1543|	Canarias|
1543|	Playa Blanca|
1544|	Murcia|
1544|	Cartagena|
1545|	Murcia|
1545|	Cartagena|
1546|	Madrid|
1547|	Canarias|
1547|	Lanzarote|
1548|	Madrid|
1549|	Madrid|
1550|	Murcia|
1550|	Cartagena|
1551|	Castilla - La Mancha|
1551|	Toledo|
1552|	Castilla - La Mancha|
1552|	Toledo|
1553|	Castilla - La Mancha|
1553|	Toledo|
1554|	Castilla - La Mancha|
1554|	Toledo|
1555|	Castilla - La Mancha|
1555|	Toledo|
1556|	Castilla - La Mancha|
1556|	Toledo|
1557|	Castilla - La Mancha|
1557|	Toledo|
1558|	Castilla - La Mancha|
1558|	Toledo|
1559|	Castilla - La Mancha|
1559|	Toledo|
1560|	Castilla - La Mancha|
1560|	Toledo|
1561|	Castilla - La Mancha|
1561|	Toledo|
1562|	Castilla - La Mancha|
1562|	Toledo|
1563|	Canarias|
1563|	Fuerteventura|
1564|	Madrid|
1565|	Madrid|
1566|	Madrid|
1567|	Madrid|
1568|	Madrid|
1569|	Andalucía|
1569|	Córdoba|
1570|	Castilla - León|
1570|	Ávila|
1570|	Segovia|
1571|	Castilla - León|
1571|	Ávila|
1571|	Segovia|
1572|	Castilla - León|
1572|	Ávila|
1572|	Segovia|
1573|	Madrid|
1574|	Castilla - La Mancha|
1574|	Madrid|
1574|	Toledo|
1574|	El Escorial|
1575|	Castilla - La Mancha|
1575|	Madrid|
1575|	Toledo|
1575|	El Escorial|
1576|	Valencia|
1577|	Valencia|
1578|	Valencia|
1579|	Valencia|
1580|	Valencia|
1581|	Valencia|
1582|	País Vasco|
1582|	San Sebastián|
1583|	Canarias|
1583|	Fuerteventura|
1584|	Islas Baleares|
1584|	Palma de Mallorca|
1585|	Canarias|
1585|	Lanzarote|
1586|	Madrid|
1587|	Madrid|
1587|	Aranjuez|
1588|	Canarias|
1588|	Playa Blanca|
1589|	Asturias|
1589|	Oviedo|
1589|	Gijón|
1589|	Avilés|
1590|	Asturias|
1590|	Oviedo|
1590|	Gijón|
1590|	Avilés|
1591|	Asturias|
1591|	Oviedo|
1591|	Gijón|
1591|	Avilés|
1592|	Aragón|
1592|	Huesca|
1593|	Andalucía|
1593|	Cádiz|
1594|	Madrid|
1595|	Andalucía|
1595|	Cádiz|
1595|	El Puerto de Santa María|
1596|	Galicia|
1596|	Santiago de Compostela|
1597|	Galicia|
1597|	Santiago de Compostela|
1598|	Galicia|
1598|	Santiago de Compostela|
1599|	Andalucía|
1599|	Córdoba|
1600|	Canarias|
1600|	Lanzarote|
1601|	Canarias|
1601|	Lanzarote|
1602|	Valencia|
1602|	Alicante|
1603|	Canarias|
1603|	Lanzarote|
1604|	Canarias|
1604|	Fuerteventura|
1605|	Canarias|
1605|	Lanzarote|
1606|	Andalucía|
1606|	Sevilla|
1607|	Andalucía|
1607|	Sevilla|
1608|	Andalucía|
1608|	Sevilla|
1609|	Andalucía|
1609|	Sevilla|
1610|	Andalucía|
1610|	Sevilla|
1611|	Extremadura|
1611|	Cáceres|
1612|	Extremadura|
1612|	Cáceres|
1613|	Castilla - La Mancha|
1613|	Toledo|
1614|	Castilla - La Mancha|
1614|	Toledo|
1615|	Castilla - La Mancha|
1615|	Toledo|
1616|	Islas Baleares|
1616|	Palma de Mallorca|
1617|	Islas Baleares|
1617|	Palma de Mallorca|
1618|	Islas Baleares|
1618|	Palma de Mallorca|
1619|	Andalucía|
1619|	Sevilla|
1620|	Andalucía|
1620|	Sevilla|
1621|	Cataluña|
1621|	Barcelona|
1622|	Cataluña|
1622|	Barcelona|
1623|	Cataluña|
1623|	Barcelona|
1624|	País Vasco|
1624|	Bilbao|
1625|	País Vasco|
1625|	Bilbao|
1626|	País Vasco|
1626|	Bilbao|
1627|	Castilla - León|
1627|	Salamanca|
1628|	Castilla - León|
1628|	Salamanca|
1629|	Canarias|
1629|	Las Palmas de Gran Canaria|
1630|	Valencia|
1631|	Valencia|
1632|	Valencia|
1633|	Murcia|
1633|	Cartagena|
1634|	Asturias|
1634|	Gijón|
1635|	Asturias|
1635|	Gijón|
1636|	Asturias|
1636|	Gijón|
1637|	Extremadura|
1637|	Cáceres|
1638|	Extremadura|
1638|	Cáceres|
1639|	Andalucía|
1639|	Granada|
1640|	Andalucía|
1640|	Sevilla|
1641|	Andalucía|
1641|	Córdoba|
1642|	Andalucía|
1642|	Sevilla|
1643|	Andalucía|
1643|	Sevilla|
1644|	Andalucía|
1644|	Sevilla|
1645|	Andalucía|
1645|	Sevilla|
1646|	Andalucía|
1646|	Sevilla|
1647|	Andalucía|
1647|	Sevilla|
1648|	Andalucía|
1648|	Sevilla|
1649|	Andalucía|
1649|	Sevilla|
1650|	Andalucía|
1650|	Sevilla|
1651|	Andalucía|
1651|	Sevilla|
1652|	Andalucía|
1652|	Sevilla|
1653|	Andalucía|
1653|	Granada|
1654|	Castilla - León|
1654|	Madrid|
1654|	Ávila|
1654|	Salamanca|
1655|	Castilla - La Mancha|
1655|	Castilla - León|
1655|	Madrid|
1655|	Toledo|
1655|	Segovia|
1656|	Madrid|
1657|	Madrid|
1658|	Madrid|
1659|	Castilla - León|
1659|	Madrid|
1659|	Ávila|
1659|	Salamanca|
1660|	Cataluña|
1660|	Barcelona|
1661|	Cataluña|
1661|	Barcelona|
1662|	Cataluña|
1662|	Barcelona|
1663|	Cataluña|
1663|	Barcelona|
1664|	Cataluña|
1664|	Barcelona|
1665|	Cataluña|
1665|	Barcelona|
1666|	Castilla - La Mancha|
1666|	Toledo|
1667|	Cataluña|
1667|	Barcelona|
1668|	Cataluña|
1668|	Barcelona|
1670|	País Vasco|
1670|	Bilbao|
1671|	País Vasco|
1671|	Bilbao|
1672|	Castilla - La Mancha|
1672|	Toledo|
1673|	Castilla - La Mancha|
1673|	Toledo|
1674|	País Vasco|
1674|	Bilbao|
1675|	País Vasco|
1675|	Bilbao|
1676|	País Vasco|
1676|	Bilbao|
1677|	Cataluña|
1677|	Tarragona|
1678|	Cataluña|
1678|	Barcelona|
1679|	Cataluña|
1679|	Barcelona|
1680|	Cataluña|
1680|	Barcelona|
1681|	Madrid|
1682|	Madrid|
1683|	Madrid|
1684|	Valencia|
1685|	Valencia|
1686|	País Vasco|
1686|	Bilbao|
1687|	Andalucía|
1687|	Sevilla|
1688|	Andalucía|
1688|	Sevilla|
1689|	Andalucía|
1689|	Sevilla|
1690|	Andalucía|
1690|	Sevilla|
1691|	Andalucía|
1691|	Sevilla|
1692|	Andalucía|
1692|	Sevilla|
1693|	Andalucía|
1693|	Sevilla|
1694|	Andalucía|
1694|	Sevilla|
1695|	Andalucía|
1695|	Sevilla|
1696|	Andalucía|
1696|	Sevilla|
1697|	Andalucía|
1697|	Sevilla|
1698|	Andalucía|
1698|	Sevilla|
1699|	Andalucía|
1699|	Córdoba|
1699|	Sevilla|
1700|	Andalucía|
1700|	Granada|
1701|	Andalucía|
1701|	Córdoba|
1702|	Andalucía|
1702|	Granada|
1703|	Andalucía|
1703|	Sevilla|
1704|	Andalucía|
1704|	Granada|
1705|	Madrid|
1706|	Andalucía|
1706|	Cádiz|
1706|	Sevilla|
1707|	Andalucía|
1707|	Sevilla|
1707|	Ronda|
1708|	Andalucía|
1708|	Huelva|
1709|	Andalucía|
1709|	Córdoba|
1710|	Andalucía|
1710|	Córdoba|
1711|	Andalucía|
1711|	Córdoba|
1712|	Andalucía|
1712|	Córdoba|
1713|	Andalucía|
1713|	Granada|
1714|	Madrid|
1715|	Galicia|
1715|	La Coruña|
1715|	Lugo|
1715|	Santiago de Compostela|
1717|	Cataluña|
1717|	Tarragona|
1718|	Galicia|
1718|	La Coruña|
1719|	Cataluña|
1719|	Barcelona|
1720|	Andalucía|
1720|	Granada|
1721|	Andalucía|
1721|	Granada|
1722|	Andalucía|
1722|	Granada|
1723|	Andalucía|
1723|	Granada|
1724|	Andalucía|
1724|	Sevilla|
1725|	Andalucía|
1725|	Sevilla|
1726|	Andalucía|
1726|	Sevilla|
1727|	Andalucía|
1727|	Sevilla|
1728|	Andalucía|
1728|	Sevilla|
1729|	Andalucía|
1729|	Sevilla|
1730|	Andalucía|
1730|	Sevilla|
1731|	Andalucía|
1731|	Granada|
1732|	Andalucía|
1732|	Granada|
1733|	Andalucía|
1733|	Córdoba|
1734|	Andalucía|
1734|	Granada|
1735|	Canarias|
1735|	Las Palmas de Gran Canaria|
1736|	Canarias|
1736|	Las Palmas de Gran Canaria|
1737|	Canarias|
1737|	Las Palmas de Gran Canaria|
1738|	Galicia|
1738|	Camino de Santiago|
1738|	Santiago de Compostela|
1739|	Andalucía|
1739|	Córdoba|
1740|	Andalucía|
1740|	Córdoba|
1741|	Valencia|
1741|	Alicante|
1742|	Madrid|
1743|	Castilla - La Mancha|
1743|	Toledo|
1744|	Madrid|
1745|	Andalucía|
1745|	Sevilla|
1746|	Andalucía|
1746|	Sevilla|
1747|	Andalucía|
1747|	Sevilla|
1748|	Andalucía|
1748|	Granada|
1749|	Madrid|
1750|	Madrid|
1751|	Madrid|
1752|	Madrid|
1752|	El Escorial|
1752|	Collado Villalba|
1752|	Cercedilla|
1752|	Becerril de la Sierra|
1752|	Navacerrada|
1753|	Valencia|
1753|	Alicante|
1753|	Altea|
1754|	Andalucía|
1754|	Jaén|
1754|	Villacarrillo|
1755|	Cataluña|
1755|	Gerona|
1756|	Cataluña|
1756|	Gerona|
1757|	Cataluña|
1757|	Gerona|
1758|	Cataluña|
1758|	Gerona|
1759|	Cataluña|
1759|	Gerona|
1760|	Cataluña|
1760|	Gerona|
1761|	Canarias|
1761|	Santa Cruz de Tenerife|
1762|	Canarias|
1762|	Santa Cruz de Tenerife|
1763|	Andalucía|
1763|	Granada|
1764|	Andalucía|
1764|	Córdoba|
1765|	Andalucía|
1765|	Granada|
1766|	Andalucía|
1766|	Málaga|
1767|	Andalucía|
1767|	Córdoba|
1768|	Andalucía|
1768|	Córdoba|
1769|	Andalucía|
1769|	Córdoba|
1770|	Andalucía|
