CONCAT(pck.id, '|')	CONCAT(plz.name, '|')
312|	Buenavista|
313|	Magdalena|
313|	Santa Marta|
314|	Magdalena|
314|	Santa Marta|
315|	Magdalena|
315|	Santa Marta|
315|	Aracataca|
316|	Cundinamarca|
316|	Granada|
317|	Antioquía|
317|	Medellín|
317|	Guatape|
318|	Antioquía|
318|	Medellín|
318|	Puerto Triunfo|
319|	Magdalena|
319|	Ciénaga|
319|	Zona Bananera|
319|	Santa Marta|
319|	Aracataca|
320|	Magdalena|
320|	Ciénaga|
320|	Santa Marta|
321|	Magdalena|
321|	Ciénaga|
321|	Santa Marta|
322|	Guaviare|
322|	San José De Guaviare|
323|	Guaviare|
323|	San José De Guaviare|
324|	Magdalena|
324|	Ciénaga|
324|	Santa Marta|
325|	Putumayo|
325|	Mocoa|
325|	Villa Garzon|
326|	Cundinamarca|
326|	Ubate|
327|	Antioquía|
327|	Medellín|
328|	Bolívar|
328|	Cartagena de Indias|
329|	Bolívar|
329|	Cartagena de Indias|
330|	Bolívar|
330|	Cartagena de Indias|
331|	Antioquía|
331|	Medellín|
332|	Antioquía|
332|	Medellín|
333|	Antioquía|
333|	Medellín|
334|	Bogotá|
334|	Bogotá D.C.|
334|	Cundinamarca|
334|	Zipaquirá|
335|	Meta|
335|	Villavicencio|
336|	Meta|
336|	Villavicencio|
337|	Meta|
337|	Villavicencio|
352|	Bogotá|
352|	Bogotá D.C.|
352|	Cundinamarca|
352|	Zipaquirá|
359|	Bogotá|
359|	Bogotá D.C.|
359|	Cundinamarca|
359|	Guatavita|
360|	Bogotá|
360|	Bogotá D.C.|
360|	Cundinamarca|
360|	Nemocón|
361|	Bogotá|
361|	Bogotá D.C.|
361|	Cundinamarca|
361|	Choachí|
362|	Bogotá|
362|	Bogotá D.C.|
362|	Cundinamarca|
362|	Guasca|
363|	Bogotá|
363|	Bogotá D.C.|
363|	Boyacá|
363|	Ráquira|
363|	Villa De Leyva|
364|	Bogotá|
364|	Bogotá D.C.|
364|	Cundinamarca|
364|	Fusagasugá|
365|	Bolívar|
365|	Cartagena de Indias|
365|	Sucre|
365|	Tolú Viejo|
366|	Bolívar|
366|	Cartagena de Indias|
367|	Bolívar|
367|	Cartagena de Indias|
368|	Bolívar|
368|	Cartagena de Indias|
369|	Antioquía|
369|	Medellín|
369|	Guatape|
370|	Bogotá|
370|	Bogotá D.C.|
371|	Bogotá|
371|	Bogotá D.C.|
372|	Bolívar|
372|	Cartagena de Indias|
373|	Antioquía|
373|	Medellín|
374|	Antioquía|
374|	Medellín|
375|	Antioquía|
375|	Medellín|
376|	Antioquía|
376|	Medellín|
377|	Antioquía|
377|	Medellín|
378|	Antioquía|
378|	Medellín|
379|	Antioquía|
379|	Medellín|
380|	Antioquía|
380|	Jardín|
381|	Valle Del Cauca|
381|	Cali|
382|	Magdalena|
382|	Santa Marta|
383|	Valle Del Cauca|
383|	Buenaventura|
383|	Cali|
384|	Valle Del Cauca|
384|	Buenaventura|
384|	Cali|
385|	Cauca|
385|	Valle Del Cauca|
385|	Cali|
385|	Silvia|
386|	Valle Del Cauca|
386|	Cali|
387|	Valle Del Cauca|
387|	Cali|
388|	Valle Del Cauca|
388|	Cali|
389|	Valle Del Cauca|
389|	Cali|
390|	Valle Del Cauca|
390|	Cali|
391|	Valle Del Cauca|
391|	Cali|
392|	Valle Del Cauca|
392|	Cali|
392|	Jamundí|
393|	Valle Del Cauca|
393|	Buenaventura|
393|	Cali|
394|	Valle Del Cauca|
394|	Cali|
394|	Calima|
395|	Magdalena|
